|dates|Travis_Texas_UnitedStates.BLS_EmployedPopulation.data|Travis_Texas_UnitedStates.BLS_EmployedPopulation.missing|Travis_Texas_UnitedStates.BLS_UnemployedPopulation.data|Travis_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Travis_Texas_UnitedStates.BLS_UnemploymentRate.data|Travis_Texas_UnitedStates.BLS_UnemploymentRate.missing|Travis_Texas_UnitedStates.BLS_LaborForcePopulation.data|Travis_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-02|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-03|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-04|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-05|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-06|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-07|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-08|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-09|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-10|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-11|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-12|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-13|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-14|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-15|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-16|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-17|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-18|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-19|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-20|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-21|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-22|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-23|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-24|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-25|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-26|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-27|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-28|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-29|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-30|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-01-31|731164.0|0|19856.0|0|2.6438710021038054|0|751020.0|0
0|2020-02-01|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-02|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-03|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-04|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-05|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-06|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-07|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-08|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-09|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-10|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-11|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-12|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-13|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-14|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-15|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-16|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-17|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-18|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-19|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-20|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-21|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-22|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-23|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-24|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-25|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-26|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-27|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-28|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-02-29|738382.0|0|19276.5|0|2.5442201202784633|0|757658.5|0
0|2020-03-01|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
0|2020-03-02|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
0|2020-03-03|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
0|2020-03-04|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
0|2020-03-05|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
0|2020-03-06|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
0|2020-03-07|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
0|2020-03-08|711538.0|0|27341.5|0|3.7004004035840756|0|738879.5|0
