|dates|Polk_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Oregon_UnitedStates.Male_Total_Population.data|Polk_Oregon_UnitedStates.Male_Total_Population.missing|Polk_Oregon_UnitedStates.Female_Total_Population.data|Polk_Oregon_UnitedStates.Female_Total_Population.missing|Polk_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15275.0|0|41658.0|0|43576.0|0|19424.0|0
