|dates|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Menifee_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Menifee_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Menifee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|654.0|0|0.0|100|17.0|0|0.0|100
