|dates|Chippewa_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chippewa_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chippewa_Wisconsin_UnitedStates.Male_Total_Population.data|Chippewa_Wisconsin_UnitedStates.Male_Total_Population.missing|Chippewa_Wisconsin_UnitedStates.Female_Total_Population.data|Chippewa_Wisconsin_UnitedStates.Female_Total_Population.missing|Chippewa_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Chippewa_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11525.0|0|33239.0|0|30896.0|0|14148.0|0
