|dates|Zapata_Texas_UnitedStates.BLS_EmployedPopulation.data|Zapata_Texas_UnitedStates.BLS_EmployedPopulation.missing|Zapata_Texas_UnitedStates.BLS_UnemployedPopulation.data|Zapata_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Zapata_Texas_UnitedStates.BLS_UnemploymentRate.data|Zapata_Texas_UnitedStates.BLS_UnemploymentRate.missing|Zapata_Texas_UnitedStates.BLS_LaborForcePopulation.data|Zapata_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-02|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-03|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-04|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-05|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-06|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-07|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-08|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-09|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-10|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-11|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-12|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-13|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-14|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-15|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-16|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-17|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-18|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-19|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-20|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-21|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-22|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-23|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-24|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-25|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-26|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-27|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-28|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-29|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-30|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-01-31|4670.5|0|318.0|0|6.374661721960509|0|4988.5|0
0|2020-02-01|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-02|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-03|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-04|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-05|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-06|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-07|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-08|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-09|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-10|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-11|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-12|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-13|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-14|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-15|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-16|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-17|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-18|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-19|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-20|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-21|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-22|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-23|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-24|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-25|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-26|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-27|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-28|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-02-29|4704.5|0|301.5|0|6.022772672792649|0|5006.0|0
0|2020-03-01|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-02|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-03|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-04|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-05|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-06|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-07|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-08|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-09|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-10|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-11|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-12|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-13|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-14|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-15|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-16|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-17|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-18|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-19|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-20|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
0|2020-03-21|4550.5|0|411.5|0|8.293027005239823|0|4962.0|0
