|dates|Berkeley_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Berkeley_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Berkeley_WestVirginia_UnitedStates.Male_Total_Population.data|Berkeley_WestVirginia_UnitedStates.Male_Total_Population.missing|Berkeley_WestVirginia_UnitedStates.Female_Total_Population.data|Berkeley_WestVirginia_UnitedStates.Female_Total_Population.missing|Berkeley_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Berkeley_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17175.0|0|58095.0|0|59028.0|0|27230.0|0
