|dates|Turner_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Turner_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Turner_Georgia_UnitedStates.Male_Total_Population.data|Turner_Georgia_UnitedStates.Male_Total_Population.missing|Turner_Georgia_UnitedStates.Female_Total_Population.data|Turner_Georgia_UnitedStates.Female_Total_Population.missing|Turner_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Turner_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1572.0|0|3844.0|0|4068.0|0|1912.0|0
