|dates|Comal_Texas_UnitedStates.BLS_EmployedPopulation.data|Comal_Texas_UnitedStates.BLS_EmployedPopulation.missing|Comal_Texas_UnitedStates.BLS_UnemployedPopulation.data|Comal_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Comal_Texas_UnitedStates.BLS_UnemploymentRate.data|Comal_Texas_UnitedStates.BLS_UnemploymentRate.missing|Comal_Texas_UnitedStates.BLS_LaborForcePopulation.data|Comal_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-02|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-03|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-04|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-05|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-06|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-07|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-08|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-09|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-10|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-11|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-12|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-13|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-14|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-15|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-16|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-17|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-18|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-19|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-20|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
0|2020-01-21|73026.0|0|2309.5|0|3.0656197941209657|0|75335.5|0
