|dates|Covington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Covington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Covington_Virginia_UnitedStates.Male_Total_Population.data|Covington_Virginia_UnitedStates.Male_Total_Population.missing|Covington_Virginia_UnitedStates.Female_Total_Population.data|Covington_Virginia_UnitedStates.Female_Total_Population.missing|Covington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Covington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1160.0|0|2637.0|0|2823.0|0|982.0|0
