|dates|Ellis_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ellis_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ellis_Kansas_UnitedStates.Male_Total_Population.data|Ellis_Kansas_UnitedStates.Male_Total_Population.missing|Ellis_Kansas_UnitedStates.Female_Total_Population.data|Ellis_Kansas_UnitedStates.Female_Total_Population.missing|Ellis_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Ellis_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4416.0|0|14458.0|0|14252.0|0|6198.0|0
