|dates|Adams_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adams_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adams_Indiana_UnitedStates.Male_Total_Population.data|Adams_Indiana_UnitedStates.Male_Total_Population.missing|Adams_Indiana_UnitedStates.Female_Total_Population.data|Adams_Indiana_UnitedStates.Female_Total_Population.missing|Adams_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Adams_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5524.0|0|17804.0|0|17832.0|0|11154.0|0
