|dates|Swain_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Swain_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Swain_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Swain_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Swain_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Swain_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Swain_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Swain_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-02|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-03|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-04|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-05|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-06|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-07|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-08|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-09|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-10|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-11|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-12|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-13|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-14|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-15|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-16|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-17|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-18|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-19|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-20|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-21|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-22|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-23|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-24|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-25|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-26|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-27|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-28|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-29|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-30|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-01-31|6405.0|0|341.5|0|5.061883939820648|0|6746.5|0
0|2020-02-01|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-02|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-03|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-04|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-05|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-06|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-07|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-08|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-09|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-10|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-11|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-12|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-13|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-14|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-15|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-16|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-17|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-18|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-19|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-20|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-21|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-22|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-23|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-24|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-25|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-26|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-27|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-28|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-02-29|6519.0|0|307.5|0|4.504504504504505|0|6826.5|0
0|2020-03-01|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-02|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-03|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-04|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-05|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-06|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-07|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-08|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-09|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-10|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-11|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-12|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-13|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-14|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-15|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-16|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-17|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-18|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-19|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-20|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-21|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-22|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-23|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-24|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-25|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-26|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-27|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-28|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-29|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-30|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-03-31|6446.5|0|330.0|0|4.86977053050985|0|6776.5|0
0|2020-04-01|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-02|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-03|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-04|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-05|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-06|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-07|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-08|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
0|2020-04-09|5940.5|0|1096.5|0|15.58192411539008|0|7037.0|0
