|dates|Rockwall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rockwall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rockwall_Texas_UnitedStates.Male_Total_Population.data|Rockwall_Texas_UnitedStates.Male_Total_Population.missing|Rockwall_Texas_UnitedStates.Female_Total_Population.data|Rockwall_Texas_UnitedStates.Female_Total_Population.missing|Rockwall_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Rockwall_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12594.0|0|49740.0|0|50917.0|0|27150.0|0
