|dates|Bland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bland_Virginia_UnitedStates.Male_Total_Population.data|Bland_Virginia_UnitedStates.Male_Total_Population.missing|Bland_Virginia_UnitedStates.Female_Total_Population.data|Bland_Virginia_UnitedStates.Female_Total_Population.missing|Bland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Bland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1447.0|0|3445.0|0|2848.0|0|965.0|0
