|dates|Ohio_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ohio_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ohio_Kentucky_UnitedStates.Male_Total_Population.data|Ohio_Kentucky_UnitedStates.Male_Total_Population.missing|Ohio_Kentucky_UnitedStates.Female_Total_Population.data|Ohio_Kentucky_UnitedStates.Female_Total_Population.missing|Ohio_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Ohio_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4287.0|0|11991.0|0|12096.0|0|5886.0|0
