|dates|Medina_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Medina_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Medina_Texas_UnitedStates.Male_Total_Population.data|Medina_Texas_UnitedStates.Male_Total_Population.missing|Medina_Texas_UnitedStates.Female_Total_Population.data|Medina_Texas_UnitedStates.Female_Total_Population.missing|Medina_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Medina_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8489.0|0|26276.0|0|24645.0|0|11752.0|0
