|dates|Hancock_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Iowa_UnitedStates.Male_Total_Population.data|Hancock_Iowa_UnitedStates.Male_Total_Population.missing|Hancock_Iowa_UnitedStates.Female_Total_Population.data|Hancock_Iowa_UnitedStates.Female_Total_Population.missing|Hancock_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2407.0|0|5365.0|0|5347.0|0|2325.0|0
