|dates|Washington_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Georgia_UnitedStates.Male_Total_Population.data|Washington_Georgia_UnitedStates.Male_Total_Population.missing|Washington_Georgia_UnitedStates.Female_Total_Population.data|Washington_Georgia_UnitedStates.Female_Total_Population.missing|Washington_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3540.0|0|10399.0|0|9987.0|0|4398.0|0
