|dates|Columbia_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_Georgia_UnitedStates.Male_Total_Population.data|Columbia_Georgia_UnitedStates.Male_Total_Population.missing|Columbia_Georgia_UnitedStates.Female_Total_Population.data|Columbia_Georgia_UnitedStates.Female_Total_Population.missing|Columbia_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20833.0|0|75273.0|0|79018.0|0|39147.0|0
