|dates|Douglas_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Colorado_UnitedStates.Male_Total_Population.data|Douglas_Colorado_UnitedStates.Male_Total_Population.missing|Douglas_Colorado_UnitedStates.Female_Total_Population.data|Douglas_Colorado_UnitedStates.Female_Total_Population.missing|Douglas_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|40935.0|0|171127.0|0|171649.0|0|88978.0|0
