|dates|Sharkey_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sharkey_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sharkey_Mississippi_UnitedStates.Male_Total_Population.data|Sharkey_Mississippi_UnitedStates.Male_Total_Population.missing|Sharkey_Mississippi_UnitedStates.Female_Total_Population.data|Sharkey_Mississippi_UnitedStates.Female_Total_Population.missing|Sharkey_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Sharkey_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|838.0|0|2091.0|0|2286.0|0|1056.0|0
