|dates|Holt_Missouri_UnitedStates.JHU_ConfirmedCases.data|Holt_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Holt_Missouri_UnitedStates.NYT_ConfirmedCases.data|Holt_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Holt_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Holt_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Holt_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Holt_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|566.0|0|0.0|100|15.0|0|0.0|100
