|dates|Adams_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adams_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adams_Colorado_UnitedStates.Male_Total_Population.data|Adams_Colorado_UnitedStates.Male_Total_Population.missing|Adams_Colorado_UnitedStates.Female_Total_Population.data|Adams_Colorado_UnitedStates.Female_Total_Population.missing|Adams_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Adams_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|53587.0|0|258470.0|0|253398.0|0|135776.0|0
