|dates|Cumberland_Illinois_UnitedStates.BLS_EmployedPopulation.data|Cumberland_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Cumberland_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Cumberland_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Cumberland_Illinois_UnitedStates.BLS_UnemploymentRate.data|Cumberland_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Cumberland_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Cumberland_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5629.0|0|201.0|0|3.4476843910806174|0|5830.0|0
