|dates|Minidoka_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Minidoka_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Minidoka_Idaho_UnitedStates.Male_Total_Population.data|Minidoka_Idaho_UnitedStates.Male_Total_Population.missing|Minidoka_Idaho_UnitedStates.Female_Total_Population.data|Minidoka_Idaho_UnitedStates.Female_Total_Population.missing|Minidoka_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Minidoka_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3387.0|0|10433.0|0|10392.0|0|5905.0|0
