|dates|Sully_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Sully_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Sully_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Sully_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Sully_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|148.0|0|0.0|100|3.0|0|0.0|100
