|dates|Hillsdale_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hillsdale_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hillsdale_Michigan_UnitedStates.Male_Total_Population.data|Hillsdale_Michigan_UnitedStates.Male_Total_Population.missing|Hillsdale_Michigan_UnitedStates.Female_Total_Population.data|Hillsdale_Michigan_UnitedStates.Female_Total_Population.missing|Hillsdale_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Hillsdale_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8975.0|0|22763.0|0|22986.0|0|9996.0|0
