|dates|Blaine_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blaine_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blaine_Idaho_UnitedStates.Male_Total_Population.data|Blaine_Idaho_UnitedStates.Male_Total_Population.missing|Blaine_Idaho_UnitedStates.Female_Total_Population.data|Blaine_Idaho_UnitedStates.Female_Total_Population.missing|Blaine_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Blaine_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4435.0|0|11456.0|0|11145.0|0|4990.0|0
