|dates|Franklin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Georgia_UnitedStates.Male_Total_Population.data|Franklin_Georgia_UnitedStates.Male_Total_Population.missing|Franklin_Georgia_UnitedStates.Female_Total_Population.data|Franklin_Georgia_UnitedStates.Female_Total_Population.missing|Franklin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4376.0|0|11292.0|0|11731.0|0|5006.0|0
