|dates|Carter_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carter_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carter_Kentucky_UnitedStates.Male_Total_Population.data|Carter_Kentucky_UnitedStates.Male_Total_Population.missing|Carter_Kentucky_UnitedStates.Female_Total_Population.data|Carter_Kentucky_UnitedStates.Female_Total_Population.missing|Carter_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Carter_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5065.0|0|13290.0|0|13714.0|0|6077.0|0
