|dates|Okeechobee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Okeechobee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Okeechobee_Florida_UnitedStates.Male_Total_Population.data|Okeechobee_Florida_UnitedStates.Male_Total_Population.missing|Okeechobee_Florida_UnitedStates.Female_Total_Population.data|Okeechobee_Florida_UnitedStates.Female_Total_Population.missing|Okeechobee_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Okeechobee_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8218.0|0|22289.0|0|19248.0|0|8844.0|0
