|dates|Briscoe_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Briscoe_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Briscoe_Texas_UnitedStates.Male_Total_Population.data|Briscoe_Texas_UnitedStates.Male_Total_Population.missing|Briscoe_Texas_UnitedStates.Female_Total_Population.data|Briscoe_Texas_UnitedStates.Female_Total_Population.missing|Briscoe_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Briscoe_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|397.0|0|749.0|0|767.0|0|284.0|0
