|dates|Lamar_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lamar_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lamar_Georgia_UnitedStates.Male_Total_Population.data|Lamar_Georgia_UnitedStates.Male_Total_Population.missing|Lamar_Georgia_UnitedStates.Female_Total_Population.data|Lamar_Georgia_UnitedStates.Female_Total_Population.missing|Lamar_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Lamar_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3223.0|0|9150.0|0|9850.0|0|3913.0|0
