|dates|Shelby_Alabama_UnitedStates.BLS_EmployedPopulation.data|Shelby_Alabama_UnitedStates.BLS_EmployedPopulation.missing|Shelby_Alabama_UnitedStates.BLS_UnemployedPopulation.data|Shelby_Alabama_UnitedStates.BLS_UnemployedPopulation.missing|Shelby_Alabama_UnitedStates.BLS_UnemploymentRate.data|Shelby_Alabama_UnitedStates.BLS_UnemploymentRate.missing|Shelby_Alabama_UnitedStates.BLS_LaborForcePopulation.data|Shelby_Alabama_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-02|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-03|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-04|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-05|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-06|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-07|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-08|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-09|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-10|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-11|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-12|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-13|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-14|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-15|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-16|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-17|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-18|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-19|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-20|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-21|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-22|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-23|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-24|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-25|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-26|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-27|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-28|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-29|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-30|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-01-31|112841.0|0|2697.5|0|2.3347195956326248|0|115538.5|0
0|2020-02-01|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-02|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-03|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-04|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-05|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-06|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-07|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-08|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-09|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-10|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-11|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-12|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-13|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-14|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-15|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-16|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-17|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-18|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-19|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
0|2020-02-20|113186.5|0|2307.5|0|1.9979392868893622|0|115494.0|0
