|dates|Rains_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rains_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rains_Texas_UnitedStates.Male_Total_Population.data|Rains_Texas_UnitedStates.Male_Total_Population.missing|Rains_Texas_UnitedStates.Female_Total_Population.data|Rains_Texas_UnitedStates.Female_Total_Population.missing|Rains_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Rains_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2983.0|0|6044.0|0|6115.0|0|2428.0|0
