|dates|Cheyenne_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cheyenne_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cheyenne_Colorado_UnitedStates.Male_Total_Population.data|Cheyenne_Colorado_UnitedStates.Male_Total_Population.missing|Cheyenne_Colorado_UnitedStates.Female_Total_Population.data|Cheyenne_Colorado_UnitedStates.Female_Total_Population.missing|Cheyenne_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Cheyenne_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|385.0|0|954.0|0|922.0|0|477.0|0
