|dates|Saline_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saline_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saline_Illinois_UnitedStates.Male_Total_Population.data|Saline_Illinois_UnitedStates.Male_Total_Population.missing|Saline_Illinois_UnitedStates.Female_Total_Population.data|Saline_Illinois_UnitedStates.Female_Total_Population.missing|Saline_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Saline_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4845.0|0|11799.0|0|12107.0|0|5180.0|0
