|dates|Rutland_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rutland_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rutland_Vermont_UnitedStates.Male_Total_Population.data|Rutland_Vermont_UnitedStates.Male_Total_Population.missing|Rutland_Vermont_UnitedStates.Female_Total_Population.data|Rutland_Vermont_UnitedStates.Female_Total_Population.missing|Rutland_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Rutland_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12955.0|0|28924.0|0|29748.0|0|10438.0|0
