|dates|Darlington_SouthCarolina_UnitedStates.AveragePrecipitationTotal.data|Darlington_SouthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Darlington_SouthCarolina_UnitedStates.AveragePrecipitation.data|Darlington_SouthCarolina_UnitedStates.AveragePrecipitation.missing|Darlington_SouthCarolina_UnitedStates.AverageWindDirection.data|Darlington_SouthCarolina_UnitedStates.AverageWindDirection.missing|Darlington_SouthCarolina_UnitedStates.AverageWindSpeed.data|Darlington_SouthCarolina_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|68.33333333333333|0|3.0729166666666665|0
0|2020-01-02|0.0|0|0.0004166666666666667|0|65.20833333333333|0|1.8697916666666667|0
0|2020-01-03|0.0|0|0.016354166666666666|0|93.75|0|4.135416666666667|0
0|2020-01-04|0.0|0|0.006562500000000002|0|191.35416666666666|0|7.375|0
0|2020-01-05|0.0|0|0.0|0|78.125|0|3.875|0
0|2020-01-06|0.0|0|0.0|0|57.1875|0|1.25|0
0|2020-01-07|0.0|0|0.0|0|65.3125|0|3.1666666666666665|0
0|2020-01-08|0.0|0|0.0|0|52.5|0|2.53125|0
0|2020-01-09|0.0|0|0.0|0|65.625|0|6.447916666666667|0
0|2020-01-10|0.0|0|0.0|0|55.104166666666664|0|3.6666666666666665|0
0|2020-01-11|0.0|0|0.005625000000000001|0|146.14583333333334|0|7.895833333333333|0
0|2020-01-12|0.0|0|0.017708333333333333|0|116.97916666666667|0|4.291666666666667|0
0|2020-01-13|0.0|0|0.04708333333333334|0|65.20833333333333|0|2.2395833333333335|0
0|2020-01-14|0.0|0|0.0|0|98.95833333333333|0|3.6875|0
0|2020-01-15|0.0|0|0.0|0|69.6875|0|1.6927083333333333|0
0|2020-01-16|0.0|0|0.0|0|128.54166666666666|0|5.270833333333333|0
0|2020-01-17|0.0|0|0.0|0|41.09375|0|6.505208333333333|0
0|2020-01-18|0.0|0|0.0|0|99.58333333333333|0|5.614583333333333|0
0|2020-01-19|0.0|0|0.0014583333333333334|0|140.83333333333334|0|5.9375|0
0|2020-01-20|0.0|0|0.0|0|70.3125|0|6.260416666666667|0
0|2020-01-21|0.0|0|0.0|0|53.541666666666664|0|8.989583333333334|0
0|2020-01-22|0.0|0|0.0|0|43.125|0|8.609375|0
0|2020-01-23|0.0|0|0.0|0|36.458333333333336|0|7.03125|0
0|2020-01-24|0.0|0|0.012187500000000002|0|91.35416666666667|0|7.229166666666667|0
0|2020-01-25|0.0|0|0.0015624999999999999|0|67.70833333333333|0|3.46875|0
0|2020-01-26|0.0|0|0.0|0|10.3125|0|0.9270833333333334|0
0|2020-01-27|0.0|0|0.0010416666666666667|0|62.916666666666664|0|2.203125|0
0|2020-01-28|0.0|0|0.0|0|40.3125|0|2.0833333333333335|0
0|2020-01-29|0.0|0|0.0|0|47.708333333333336|0|5.166666666666667|0
0|2020-01-30|0.0|0|0.0|0|46.041666666666664|0|6.895833333333333|0
0|2020-01-31|0.0|0|0.01947916666666667|0|53.28125|0|7.505208333333333|0
0|2020-02-01|0.0|0|0.00010416666666666667|0|75.41666666666667|0|3.0520833333333335|0
0|2020-02-02|0.0|0|0.0|0|173.4375|0|6.072916666666667|0
0|2020-02-03|0.0|0|0.0|0|174.79166666666666|0|4.885416666666667|0
0|2020-02-04|0.0|0|0.0|0|198.33333333333334|0|6.125|0
0|2020-02-05|0.0|0|0.000625|0|155.41666666666666|0|5.598958333333333|0
0|2020-02-06|0.0|0|0.049374999999999995|0|158.02083333333334|0|7.286458333333333|0
0|2020-02-07|0.0|0|0.0033333333333333335|0|228.69791666666666|0|13.171875|0
0|2020-02-08|0.0|0|0.0|0|28.020833333333332|0|1.0104166666666667|0
0|2020-02-09|0.0|0|0.0|0|21.770833333333332|0|1.3020833333333333|0
0|2020-02-10|0.0|0|0.0|0|75.625|0|2.90625|0
0|2020-02-11|0.0|0|0.0|0|209.58333333333334|0|7.963541666666667|0
0|2020-02-12|0.0|0|0.0|0|79.89583333333333|0|5.921875|0
0|2020-02-13|0.0|0|0.003958333333333334|0|199.84375|0|8.229166666666666|0
0|2020-02-14|0.0|0|0.0|0|40.052083333333336|0|6.203125|0
0|2020-02-15|0.0|0|0.0|0|50.520833333333336|0|6.927083333333333|0
0|2020-02-16|0.0|0|0.005208333333333333|0|12.708333333333334|0|0.59375|0
0|2020-02-17|0.0|0|0.0004166666666666667|0|36.458333333333336|0|2.4427083333333335|0
0|2020-02-18|0.0|0|0.0015104166666666669|0|16.041666666666668|0|0.7604166666666666|0
0|2020-02-19|0.0|0|0.004010416666666668|0|48.072916666666664|0|6.770833333333333|0
0|2020-02-20|0.0|0|0.014062500000000004|0|48.958333333333336|0|9.510416666666666|0
0|2020-02-21|0.0|0|0.00010416666666666667|0|40.364583333333336|0|9.067708333333334|0
0|2020-02-22|0.0|0|0.0|0|4.0625|0|0.5833333333333334|0
0|2020-02-23|0.0|0|0.0|0|46.5625|0|1.9166666666666667|0
0|2020-02-24|0.0|0|0.0051041666666666674|0|18.125|0|0.7395833333333334|0
0|2020-02-25|0.0|0|0.005104166666666667|0|102.70833333333333|0|4.458333333333333|0
0|2020-02-26|0.0|0|0.0|0|116.77083333333333|0|4.416666666666667|0
0|2020-02-27|0.0|0|0.0|0|48.489583333333336|0|4.71875|0
0|2020-02-28|0.0|0|0.0|0|103.90625|0|4.619791666666667|0
0|2020-02-29|0.0|0|0.0|0|87.91666666666667|0|3.6770833333333335|0
0|2020-03-01|0.0|0|0.0|0|45.104166666666664|0|2.2083333333333335|0
0|2020-03-02|0.0|0|0.0|0|101.5625|0|4.427083333333333|0
0|2020-03-03|0.0|0|0.009583333333333334|0|140.9375|0|4.770833333333333|0
0|2020-03-04|0.0|0|0.000625|0|61.145833333333336|0|1.8229166666666667|0
0|2020-03-05|0.0|0|0.021562499999999995|0|38.59375|0|4.677083333333333|0
0|2020-03-06|0.0|0|0.00010416666666666667|0|103.54166666666667|0|5.885416666666667|0
0|2020-03-07|0.0|0|0.0|0|115.41666666666667|0|4.958333333333333|0
0|2020-03-08|0.0|0|0.0|0|39.479166666666664|0|3.4166666666666665|0
0|2020-03-09|0.0|0|0.0|0|6.5625|0|0.13541666666666666|0
0|2020-03-10|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-03-11|0.0|0|0.0|0|56.666666666666664|0|2.3020833333333335|0
0|2020-03-12|0.0|0|0.0|0|53.4375|0|2.4166666666666665|0
0|2020-03-13|0.0|0|0.0|0|111.5625|0|4.614583333333333|0
0|2020-03-14|0.0|0|0.0|0|58.854166666666664|0|5.177083333333333|0
0|2020-03-15|0.0|0|0.0008333333333333334|0|43.229166666666664|0|4.614583333333333|0
0|2020-03-16|0.0|0|0.0|0|29.6875|0|3.9270833333333335|0
0|2020-03-17|0.0|0|0.008125|0|0.0|0|0.125|0
0|2020-03-18|0.0|0|0.0|0|70.67708333333333|0|3.9427083333333335|0
0|2020-03-19|0.0|0|0.0|0|145.41666666666666|0|6.109375|0
0|2020-03-20|0.0|0|0.0|0|175.26041666666666|0|7.026041666666667|0
0|2020-03-21|0.0|0|0.0|0|83.95833333333333|0|3.1875|0
0|2020-03-22|0.0|0|0.0026041666666666665|0|58.75|0|10.59375|0
0|2020-03-23|0.0|0|0.0005208333333333333|0|36.666666666666664|0|2.859375|0
0|2020-03-24|0.0|0|0.015625000000000003|0|49.947916666666664|0|4.005208333333333|0
0|2020-03-25|0.0|0|0.017916666666666668|0|43.4375|0|4.739583333333333|0
0|2020-03-26|0.0|0|0.0|0|66.04166666666667|0|5.03125|0
0|2020-03-27|0.0|0|0.0|0|149.58333333333334|0|5.125|0
0|2020-03-28|0.0|0|0.0|0|144.16666666666666|0|5.697916666666667|0
0|2020-03-29|0.0|0|0.0|0|189.16666666666666|0|7.020833333333333|0
0|2020-03-30|0.0|0|0.0|0|36.5625|0|2.71875|0
0|2020-03-31|0.0|0|0.0035416666666666674|0|62.5|0|8.4375|0
0|2020-04-01|0.0|0|0.0|0|50.3125|0|5.020833333333333|0
0|2020-04-02|0.0|0|0.0|0|82.08333333333333|0|3.4427083333333335|0
0|2020-04-03|0.0|0|0.0|0|67.91666666666667|0|3.0416666666666665|0
0|2020-04-04|0.0|0|0.0|0|70.3125|0|2.9270833333333335|0
0|2020-04-05|0.0|0|0.0|0|71.66666666666667|0|3.8229166666666665|0
0|2020-04-06|0.0|0|0.0|0|84.89583333333333|0|3.6979166666666665|0
0|2020-04-07|0.0|0|0.0|0|156.14583333333334|0|4.885416666666667|0
0|2020-04-08|0.0|0|0.0|0|109.47916666666667|0|5.28125|0
0|2020-04-09|0.0|0|0.0|0|173.95833333333334|0|6.677083333333333|0
0|2020-04-10|0.0|0|0.0|0|103.64583333333333|0|4.270833333333333|0
0|2020-04-11|0.0|0|0.0|0|54.270833333333336|0|4.010416666666667|0
0|2020-04-12|0.0|0|0.0022916666666666662|0|86.45833333333333|0|5.739583333333333|0
0|2020-04-13|0.0|0|0.016041666666666666|0|163.64583333333334|0|10.25|0
0|2020-04-14|0.0|0|0.0|0|39.479166666666664|0|3.46875|0
0|2020-04-15|0.0|0|0.0|0|29.6875|0|6.8125|0
0|2020-04-16|0.0|0|0.0|0|15.9375|0|1.6979166666666667|0
0|2020-04-17|0.0|0|0.0|0|89.375|0|4.479166666666667|0
0|2020-04-18|0.0|0|0.0|0|134.89583333333334|0|6.010416666666667|0
0|2020-04-19|0.0|0|0.0|0|38.854166666666664|0|2.6458333333333335|0
0|2020-04-20|0.0|0|0.010625|0|37.916666666666664|0|2.5833333333333335|0
0|2020-04-21|0.0|0|0.0|0|100.88541666666667|0|4.197916666666667|0
0|2020-04-22|0.0|0|0.0|0|14.270833333333334|0|1.7395833333333333|0
0|2020-04-23|0.0|0|0.0021875000000000006|0|67.39583333333333|0|4.260416666666667|0
0|2020-04-24|0.0|0|0.00010416666666666667|0|71.14583333333333|0|4.15625|0
0|2020-04-25|0.0|0|0.0|0|62.083333333333336|0|4.583333333333333|0
0|2020-04-26|0.0|0|0.0|0|175.3125|0|8.291666666666666|0
0|2020-04-27|0.0|0|0.0|0|39.166666666666664|0|3.8541666666666665|0
0|2020-04-28|0.0|0|0.0|0|58.020833333333336|0|2.7291666666666665|0
0|2020-04-29|0.0|0|0.0|0|131.5625|0|8.78125|0
0|2020-04-30|0.0|0|0.022291666666666664|0|63.75|0|4.583333333333333|0
0|2020-05-01|0.0|0|0.0|0|94.47916666666667|0|3.9270833333333335|0
0|2020-05-02|0.0|0|0.0|0|13.229166666666666|0|0.9166666666666666|0
0|2020-05-03|0.0|0|0.0|0|96.97916666666667|0|4.229166666666667|0
0|2020-05-04|0.0|0|0.0|0|57.239583333333336|0|3.015625|0
0|2020-05-05|0.0|0|0.032916666666666664|0|46.666666666666664|0|3.9375|0
0|2020-05-06|0.0|0|0.002916666666666667|0|36.5625|0|3.1041666666666665|0
0|2020-05-07|0.0|0|0.0|0|39.791666666666664|0|2.4583333333333335|0
0|2020-05-08|0.0|0|0.00020833333333333335|0|56.666666666666664|0|2.3020833333333335|0
0|2020-05-09|0.0|0|0.0|0|36.666666666666664|0|4.208333333333333|0
0|2020-05-10|0.0|0|0.0|0|40.0|0|3.1145833333333335|0
0|2020-05-11|0.0|0|0.0|0|68.54166666666667|0|3.59375|0
0|2020-05-12|0.0|0|0.0|0|21.770833333333332|0|2.4895833333333335|0
0|2020-05-13|0.0|0|0.0|0|15.208333333333334|0|0.71875|0
0|2020-05-14|0.0|0|0.0|0|38.4375|0|2.2291666666666665|0
