|dates|Harrisonburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrisonburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrisonburg_Virginia_UnitedStates.Male_Total_Population.data|Harrisonburg_Virginia_UnitedStates.Male_Total_Population.missing|Harrisonburg_Virginia_UnitedStates.Female_Total_Population.data|Harrisonburg_Virginia_UnitedStates.Female_Total_Population.missing|Harrisonburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Harrisonburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5084.0|0|25987.0|0|28046.0|0|9180.0|0
