|dates|Lancaster_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lancaster_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lancaster_SouthCarolina_UnitedStates.Male_Total_Population.data|Lancaster_SouthCarolina_UnitedStates.Male_Total_Population.missing|Lancaster_SouthCarolina_UnitedStates.Female_Total_Population.data|Lancaster_SouthCarolina_UnitedStates.Female_Total_Population.missing|Lancaster_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Lancaster_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20059.0|0|46267.0|0|49113.0|0|20786.0|0
