|dates|Huntingdon_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Huntingdon_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Huntingdon_Pennsylvania_UnitedStates.Male_Total_Population.data|Huntingdon_Pennsylvania_UnitedStates.Male_Total_Population.missing|Huntingdon_Pennsylvania_UnitedStates.Female_Total_Population.data|Huntingdon_Pennsylvania_UnitedStates.Female_Total_Population.missing|Huntingdon_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Huntingdon_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9366.0|0|24007.0|0|21161.0|0|8139.0|0
