|dates|Carter_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carter_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carter_Tennessee_UnitedStates.Male_Total_Population.data|Carter_Tennessee_UnitedStates.Male_Total_Population.missing|Carter_Tennessee_UnitedStates.Female_Total_Population.data|Carter_Tennessee_UnitedStates.Female_Total_Population.missing|Carter_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Carter_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12364.0|0|27579.0|0|28772.0|0|10345.0|0
