|dates|St.LouisCity_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.LouisCity_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.LouisCity_Missouri_UnitedStates.Male_Total_Population.data|St.LouisCity_Missouri_UnitedStates.Male_Total_Population.missing|St.LouisCity_Missouri_UnitedStates.Female_Total_Population.data|St.LouisCity_Missouri_UnitedStates.Female_Total_Population.missing|St.LouisCity_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|St.LouisCity_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
