|dates|Stanislaus_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stanislaus_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stanislaus_California_UnitedStates.Male_Total_Population.data|Stanislaus_California_UnitedStates.Male_Total_Population.missing|Stanislaus_California_UnitedStates.Female_Total_Population.data|Stanislaus_California_UnitedStates.Female_Total_Population.missing|Stanislaus_California_UnitedStates.MaleAndFemale_Under18_Population.data|Stanislaus_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|72319.0|0|272316.0|0|277499.0|0|148801.0|0
