|dates|Elk_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Elk_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Elk_Kansas_UnitedStates.Male_Total_Population.data|Elk_Kansas_UnitedStates.Male_Total_Population.missing|Elk_Kansas_UnitedStates.Female_Total_Population.data|Elk_Kansas_UnitedStates.Female_Total_Population.missing|Elk_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Elk_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|729.0|0|1267.0|0|1241.0|0|543.0|0
