|dates|Maury_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Maury_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Maury_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Maury_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Maury_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Maury_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Maury_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Maury_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-02|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-03|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-04|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-05|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-06|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-07|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-08|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-09|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-10|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-11|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-12|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-13|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-14|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-15|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-16|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-17|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-18|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-19|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-20|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-21|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-22|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-23|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-24|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-25|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-26|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-27|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-28|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-29|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-30|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-01-31|48657.0|0|1668.5|0|3.3154166376886467|0|50325.5|0
0|2020-02-01|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-02|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-03|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-04|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-05|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-06|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-07|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-08|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-09|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-10|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-11|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-12|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-13|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-14|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-15|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-16|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-17|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-18|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-19|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-20|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-21|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-22|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-23|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-24|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-25|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-26|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-27|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-28|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-02-29|48915.0|0|1641.0|0|3.245905530500831|0|50556.0|0
0|2020-03-01|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-02|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-03|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-04|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-05|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-06|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-07|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-08|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-09|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-10|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-11|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-12|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-13|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-14|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-15|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-16|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-17|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-18|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
0|2020-03-19|48781.0|0|1656.0|0|3.2833039237068027|0|50437.0|0
