|dates|Edmonson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Edmonson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Edmonson_Kentucky_UnitedStates.Male_Total_Population.data|Edmonson_Kentucky_UnitedStates.Male_Total_Population.missing|Edmonson_Kentucky_UnitedStates.Female_Total_Population.data|Edmonson_Kentucky_UnitedStates.Female_Total_Population.missing|Edmonson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Edmonson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2546.0|0|6161.0|0|6113.0|0|2253.0|0
