|dates|Fresno_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fresno_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fresno_California_UnitedStates.Male_Total_Population.data|Fresno_California_UnitedStates.Male_Total_Population.missing|Fresno_California_UnitedStates.Female_Total_Population.data|Fresno_California_UnitedStates.Female_Total_Population.missing|Fresno_California_UnitedStates.MaleAndFemale_Under18_Population.data|Fresno_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|122113.0|0|496016.0|0|498384.0|0|281819.0|0
