|dates|Pike_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pike_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pike_Ohio_UnitedStates.Male_Total_Population.data|Pike_Ohio_UnitedStates.Male_Total_Population.missing|Pike_Ohio_UnitedStates.Female_Total_Population.data|Pike_Ohio_UnitedStates.Female_Total_Population.missing|Pike_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Pike_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5009.0|0|13942.0|0|14125.0|0|6613.0|0
