|dates|Lewis_NewYork_UnitedStates.BLS_EmployedPopulation.data|Lewis_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Lewis_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Lewis_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Lewis_NewYork_UnitedStates.BLS_UnemploymentRate.data|Lewis_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Lewis_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Lewis_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-02|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-03|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-04|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-05|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-06|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-07|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-08|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-09|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-10|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-11|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-12|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-13|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-14|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-15|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-16|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-17|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-18|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-19|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-20|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-21|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-22|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-23|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-24|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-25|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-26|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-27|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-28|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-29|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-30|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-01-31|11111.5|0|897.5|0|7.473561495545008|0|12009.0|0
0|2020-02-01|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-02|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-03|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-04|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-05|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-06|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-07|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-08|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-09|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-10|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-11|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-12|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-13|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-14|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-15|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-16|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-17|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-18|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
0|2020-02-19|10866.0|0|883.5|0|7.51946891357079|0|11749.5|0
