|dates|Dane_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dane_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dane_Wisconsin_UnitedStates.Male_Total_Population.data|Dane_Wisconsin_UnitedStates.Male_Total_Population.missing|Dane_Wisconsin_UnitedStates.Female_Total_Population.data|Dane_Wisconsin_UnitedStates.Female_Total_Population.missing|Dane_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Dane_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|74433.0|0|269692.0|0|272672.0|0|110624.0|0
