|dates|Monroe_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Wisconsin_UnitedStates.Male_Total_Population.data|Monroe_Wisconsin_UnitedStates.Male_Total_Population.missing|Monroe_Wisconsin_UnitedStates.Female_Total_Population.data|Monroe_Wisconsin_UnitedStates.Female_Total_Population.missing|Monroe_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7832.0|0|23301.0|0|22750.0|0|11693.0|0
