|dates|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedCases.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedCases.missing|RioBlanco_Colorado_UnitedStates.NYT_ConfirmedCases.data|RioBlanco_Colorado_UnitedStates.NYT_ConfirmedCases.missing|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|RioBlanco_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|744.0|0|0.0|100|6.0|0|0.0|100
