|dates|Hamilton_Texas_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Texas_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1010.0|0|0.0|100|29.0|0|0.0|100
