|dates|SantaClara_California_UnitedStates.JHU_ConfirmedCases.data|SantaClara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaClara_California_UnitedStates.NYT_ConfirmedCases.data|SantaClara_California_UnitedStates.NYT_ConfirmedCases.missing|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-02-01|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-02-02|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-03|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-04|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-05|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-06|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-07|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-08|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-09|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-10|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-26|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-27|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-02-28|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-02-29|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-01|3.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-02|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-03|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-04|11.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-05|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-06|20.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-07|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-08|38.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-09|38.0|0|43.0|0|0.0|0|0.0|100
0|2020-03-10|43.0|0|45.0|0|1.0|0|0.0|100
0|2020-03-11|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-03-12|52.0|0|66.0|0|1.0|0|0.0|100
0|2020-03-13|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-03-14|95.0|0|91.0|0|1.0|0|0.0|100
0|2020-03-15|91.0|0|114.0|0|2.0|0|0.0|100
0|2020-03-16|138.0|0|138.0|0|2.0|0|0.0|100
0|2020-03-17|155.0|0|155.0|0|4.0|0|0.0|100
0|2020-03-18|175.0|0|175.0|0|6.0|0|0.0|100
0|2020-03-19|189.0|0|189.0|0|6.0|0|0.0|100
0|2020-03-20|196.0|0|196.0|0|8.0|0|0.0|100
0|2020-03-21|263.0|0|263.0|0|8.0|0|0.0|100
0|2020-03-22|263.0|0|303.0|0|8.0|0|0.0|100
0|2020-03-23|302.0|0|321.0|0|10.0|0|0.0|100
0|2020-03-24|375.0|0|375.0|0|16.0|0|0.0|100
0|2020-03-25|459.0|0|459.0|0|17.0|0|0.0|100
0|2020-03-26|542.0|0|542.0|0|19.0|0|0.0|100
0|2020-03-27|574.0|0|574.0|0|20.0|0|0.0|100
0|2020-03-28|591.0|0|591.0|0|25.0|0|0.0|100
0|2020-03-29|646.0|0|646.0|0|25.0|0|0.0|100
0|2020-03-30|848.0|0|848.0|0|28.0|0|0.0|100
0|2020-03-31|890.0|0|890.0|0|30.0|0|0.0|100
0|2020-04-01|956.0|0|956.0|0|32.0|0|0.0|100
0|2020-04-02|1019.0|0|1019.0|0|36.0|0|0.0|100
0|2020-04-03|1019.0|0|1094.0|0|36.0|0|0.0|100
0|2020-04-04|1148.0|0|1148.0|0|39.0|0|0.0|100
0|2020-04-05|1207.0|0|1207.0|0|39.0|0|0.0|100
0|2020-04-06|1207.0|0|1224.0|0|39.0|0|0.0|100
0|2020-04-07|1285.0|0|1285.0|0|43.0|0|0.0|100
0|2020-04-08|1380.0|0|1380.0|0|46.0|0|0.0|100
0|2020-04-09|1380.0|0|1442.0|0|46.0|0|0.0|100
0|2020-04-10|1442.0|0|1484.0|0|47.0|0|0.0|100
0|2020-04-11|1484.0|0|1566.0|0|50.0|0|0.0|100
0|2020-04-12|1566.0|0|1621.0|0|51.0|0|0.0|100
0|2020-04-13|1666.0|0|1666.0|0|60.0|0|0.0|100
0|2020-04-14|1666.0|0|1666.0|0|60.0|0|0.0|100
0|2020-04-15|1793.0|0|1793.0|0|65.0|0|0.0|100
0|2020-04-16|1833.0|0|1833.0|0|69.0|0|0.0|100
0|2020-04-17|1870.0|0|1870.0|0|73.0|0|0.0|100
0|2020-04-18|1870.0|0|1870.0|0|73.0|0|0.0|100
0|2020-04-19|1870.0|0|1870.0|0|73.0|0|0.0|100
0|2020-04-20|1922.0|0|1922.0|0|83.0|0|0.0|100
0|2020-04-21|1922.0|0|1946.0|0|83.0|0|0.0|100
0|2020-04-22|1962.0|0|1962.0|0|94.0|0|0.0|100
0|2020-04-23|1987.0|0|1987.0|0|95.0|0|0.0|100
0|2020-04-24|2018.0|0|2018.0|0|98.0|0|0.0|100
0|2020-04-25|2040.0|0|2040.0|0|99.0|0|0.0|100
0|2020-04-26|2084.0|0|2084.0|0|100.0|0|0.0|100
0|2020-04-27|2105.0|0|2105.0|0|103.0|0|0.0|100
0|2020-04-28|2122.0|0|2122.0|0|106.0|0|0.0|100
0|2020-04-29|2134.0|0|2134.0|0|107.0|0|0.0|100
0|2020-04-30|2163.0|0|2163.0|0|111.0|0|0.0|100
0|2020-05-01|2179.0|0|2179.0|0|113.0|0|0.0|100
0|2020-05-02|2205.0|0|2204.0|0|114.0|0|0.0|100
0|2020-05-03|2231.0|0|2231.0|0|115.0|0|0.0|100
0|2020-05-04|2244.0|0|2244.0|0|117.0|0|0.0|100
0|2020-05-05|2255.0|0|2255.0|0|121.0|0|0.0|100
0|2020-05-06|2268.0|0|2268.0|0|126.0|0|0.0|100
0|2020-05-07|2281.0|0|2281.0|0|127.0|0|0.0|100
0|2020-05-08|2290.0|0|2290.0|0|128.0|0|0.0|100
0|2020-05-09|2307.0|0|2307.0|0|128.0|0|0.0|100
0|2020-05-10|2339.0|0|2339.0|0|129.0|0|0.0|100
0|2020-05-11|2341.0|0|2341.0|0|129.0|0|0.0|100
