|dates|Stanton_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stanton_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stanton_Nebraska_UnitedStates.Male_Total_Population.data|Stanton_Nebraska_UnitedStates.Male_Total_Population.missing|Stanton_Nebraska_UnitedStates.Female_Total_Population.data|Stanton_Nebraska_UnitedStates.Female_Total_Population.missing|Stanton_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Stanton_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1066.0|0|3026.0|0|2944.0|0|1499.0|0
