|dates|Teton_Idaho_UnitedStates.BLS_EmployedPopulation.data|Teton_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Teton_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Teton_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Teton_Idaho_UnitedStates.BLS_UnemploymentRate.data|Teton_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Teton_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Teton_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-02|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-03|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-04|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-05|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-06|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-07|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-08|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-09|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-10|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-11|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-12|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-13|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-14|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-15|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-16|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-17|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-18|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-19|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-20|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-21|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-22|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-23|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-24|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-25|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-26|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-27|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-28|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-29|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-30|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-01-31|6192.5|0|141.0|0|2.226257203757796|0|6333.5|0
0|2020-02-01|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-02|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-03|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-04|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-05|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-06|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-07|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-08|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-09|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-10|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-11|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-12|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-13|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-14|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-15|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-16|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-17|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-18|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-19|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-20|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-21|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-22|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-23|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-24|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-25|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-26|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-27|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-28|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-02-29|6178.0|0|134.0|0|2.122940430925222|0|6312.0|0
0|2020-03-01|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-02|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-03|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-04|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-05|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-06|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-07|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-08|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-09|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-10|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-11|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-12|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-13|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-14|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-15|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-16|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-17|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-18|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-19|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-20|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-21|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-22|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-23|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-24|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-25|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-26|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-27|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-28|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-29|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-30|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-03-31|6038.0|0|144.0|0|2.3293432546101585|0|6182.0|0
0|2020-04-01|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-02|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-03|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-04|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-05|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-06|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-07|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-08|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-09|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-10|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-11|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-12|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-13|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-14|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-15|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-16|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-17|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-18|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-19|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-20|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
0|2020-04-21|5266.5|0|1046.0|0|16.57029702970297|0|6312.5|0
