|dates|LewisandClark_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LewisandClark_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LewisandClark_Montana_UnitedStates.Male_Total_Population.data|LewisandClark_Montana_UnitedStates.Male_Total_Population.missing|LewisandClark_Montana_UnitedStates.Female_Total_Population.data|LewisandClark_Montana_UnitedStates.Female_Total_Population.missing|LewisandClark_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|LewisandClark_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12903.0|0|33960.0|0|34740.0|0|14770.0|0
