|dates|Summit_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Summit_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Summit_Utah_UnitedStates.Male_Total_Population.data|Summit_Utah_UnitedStates.Male_Total_Population.missing|Summit_Utah_UnitedStates.Female_Total_Population.data|Summit_Utah_UnitedStates.Female_Total_Population.missing|Summit_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Summit_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5280.0|0|21461.0|0|20472.0|0|10253.0|0
