|dates|Harrison_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_Indiana_UnitedStates.Male_Total_Population.data|Harrison_Indiana_UnitedStates.Male_Total_Population.missing|Harrison_Indiana_UnitedStates.Female_Total_Population.data|Harrison_Indiana_UnitedStates.Female_Total_Population.missing|Harrison_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7142.0|0|20163.0|0|20187.0|0|9092.0|0
