|dates|Liberty_Montana_UnitedStates.AveragePrecipitationTotal.data|Liberty_Montana_UnitedStates.AveragePrecipitationTotal.missing|Liberty_Montana_UnitedStates.AveragePrecipitation.data|Liberty_Montana_UnitedStates.AveragePrecipitation.missing|Liberty_Montana_UnitedStates.AverageWindDirection.data|Liberty_Montana_UnitedStates.AverageWindDirection.missing|Liberty_Montana_UnitedStates.AverageWindSpeed.data|Liberty_Montana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|298.3333333333333|0|12.083333333333334|0
0|2020-01-02|0.0|0|0.0|0|269.5833333333333|0|13.416666666666666|0
0|2020-01-03|0.0|0|0.0004166666666666667|0|173.75|0|10.208333333333334|0
0|2020-01-04|0.0|0|0.0|0|253.75|0|22.625|0
0|2020-01-05|0.0|0|0.0|0|255.0|0|13.666666666666666|0
0|2020-01-06|0.0|0|0.0|0|257.9166666666667|0|11.208333333333334|0
0|2020-01-07|0.0|0|0.00125|0|90.0|0|15.208333333333334|0
0|2020-01-08|0.0|0|0.0|0|187.5|0|17.833333333333332|0
0|2020-01-09|0.0|0|0.0|0|312.9166666666667|0|23.958333333333332|0
0|2020-01-10|0.0|0|0.0|0|137.91666666666666|0|11.666666666666666|0
0|2020-01-11|0.0|0|0.0|0|212.91666666666666|0|12.958333333333334|0
0|2020-01-12|0.0|0|0.0008333333333333334|0|322.0833333333333|0|19.833333333333332|0
0|2020-01-13|0.0|0|0.0004166666666666667|0|316.25|0|14.791666666666666|0
0|2020-01-14|0.0|0|0.0020833333333333333|0|201.25|0|7.541666666666667|0
0|2020-01-15|0.0|0|0.0|0|84.58333333333333|0|12.125|0
0|2020-01-16|0.0|0|0.0|0|116.25|0|14.0|0
0|2020-01-17|0.0|0|0.0|0|308.3333333333333|0|26.166666666666668|0
0|2020-01-18|0.0|0|0.0|0|272.9166666666667|0|21.5|0
0|2020-01-19|0.0|0|0.0|0|92.91666666666667|0|10.25|0
0|2020-01-20|0.0|0|0.0|0|92.91666666666667|0|10.791666666666666|0
0|2020-01-21|0.0|0|0.0|0|170.0|0|5.125|0
0|2020-01-22|0.0|0|0.0|0|262.9166666666667|0|10.208333333333334|0
0|2020-01-23|0.0|0|0.0|0|124.16666666666667|0|11.375|0
0|2020-01-24|0.0|0|0.0|0|140.83333333333334|0|5.958333333333333|0
0|2020-01-25|0.0|0|0.0|0|292.5|0|18.166666666666668|0
0|2020-01-26|0.0|0|0.0|0|182.91666666666666|0|9.666666666666666|0
0|2020-01-27|0.0|0|0.0|0|198.33333333333334|0|7.916666666666667|0
0|2020-01-28|0.0|0|0.0|0|176.66666666666666|0|8.541666666666666|0
0|2020-01-29|0.0|0|0.0|0|181.66666666666666|0|10.666666666666666|0
0|2020-01-30|0.0|0|0.0|0|231.66666666666666|0|13.166666666666666|0
0|2020-01-31|0.0|0|0.0|0|211.66666666666666|0|8.083333333333334|0
0|2020-02-01|0.0|0|0.0|0|252.5|0|23.5|0
0|2020-02-02|0.0|0|0.0004166666666666667|0|279.5833333333333|0|11.541666666666666|0
0|2020-02-03|0.0|0|0.0|0|230.0|0|10.125|0
0|2020-02-04|0.0|0|0.0|0|200.83333333333334|0|8.458333333333334|0
0|2020-02-05|0.0|0|0.0|0|300.4166666666667|0|11.083333333333334|0
0|2020-02-06|0.0|0|0.0|0|304.1666666666667|0|17.0|0
0|2020-02-07|0.0|0|0.0|0|253.75|0|9.75|0
0|2020-02-08|0.0|0|0.005|0|172.5|0|15.291666666666666|0
0|2020-02-09|0.0|0|0.0|0|255.41666666666666|0|12.291666666666666|0
0|2020-02-10|0.0|0|0.0|0|282.9166666666667|0|13.833333333333334|0
0|2020-02-11|0.0|0|0.0|0|235.41666666666666|0|11.958333333333334|0
0|2020-02-12|0.0|0|0.0004166666666666667|0|203.33333333333334|0|10.333333333333334|0
0|2020-02-13|0.0|0|0.0|0|97.5|0|12.833333333333334|0
0|2020-02-14|0.0|0|0.0004166666666666667|0|253.33333333333334|0|14.25|0
0|2020-02-15|0.0|0|0.0|0|124.58333333333333|0|6.916666666666667|0
0|2020-02-16|0.0|0|0.0|0|230.0|0|6.333333333333333|0
0|2020-02-17|0.0|0|0.0|0|240.41666666666666|0|9.583333333333334|0
0|2020-02-18|0.0|0|0.00125|0|135.83333333333334|0|9.583333333333334|0
0|2020-02-19|0.0|0|0.0|0|88.33333333333333|0|9.708333333333334|0
0|2020-02-20|0.0|0|0.0|0|138.75|0|10.375|0
0|2020-02-21|0.0|0|0.0|0|222.08333333333334|0|7.958333333333333|0
0|2020-02-22|0.0|0|0.0|0|268.75|0|11.541666666666666|0
0|2020-02-23|0.0|0|0.0|0|137.08333333333334|0|10.583333333333334|0
0|2020-02-24|0.0|0|0.0025|0|293.3333333333333|0|15.666666666666666|0
0|2020-02-25|0.0|0|0.0|0|161.25|0|9.5|0
0|2020-02-26|0.0|0|0.0|0|231.66666666666666|0|10.208333333333334|0
0|2020-02-27|0.0|0|0.0|0|297.5|0|13.625|0
0|2020-02-28|0.0|0|0.0|0|200.83333333333334|0|8.208333333333334|0
0|2020-02-29|0.0|0|0.0|0|247.08333333333334|0|20.666666666666668|0
0|2020-03-01|0.0|0|0.0|0|271.6666666666667|0|17.875|0
0|2020-03-02|0.0|0|0.0|0|282.0833333333333|0|17.916666666666668|0
0|2020-03-03|0.0|0|0.0|0|257.5|0|14.041666666666666|0
0|2020-03-04|0.0|0|0.0|0|278.75|0|23.916666666666668|0
0|2020-03-05|0.0|0|0.0|0|176.25|0|10.041666666666666|0
0|2020-03-06|0.0|0|0.0|0|102.91666666666667|0|7.291666666666667|0
0|2020-03-07|0.0|0|0.0|0|289.1666666666667|0|18.583333333333332|0
0|2020-03-08|0.0|0|0.0|0|229.58333333333334|0|12.708333333333334|0
0|2020-03-09|0.0|0|0.0|0|209.58333333333334|0|7.791666666666667|0
0|2020-03-10|0.0|0|0.0|0|191.25|0|12.208333333333334|0
0|2020-03-11|0.0|0|0.0|0|302.5|0|16.458333333333332|0
0|2020-03-12|0.0|0|0.0008333333333333334|0|312.0833333333333|0|12.0|0
0|2020-03-13|0.0|0|0.0025|0|71.25|0|22.625|0
0|2020-03-14|0.0|0|0.015416666666666667|0|156.25|0|24.458333333333332|0
0|2020-03-15|0.0|0|0.0|0|310.0|0|22.375|0
0|2020-03-16|0.0|0|0.0|0|233.33333333333334|0|8.25|0
0|2020-03-17|0.0|0|0.0|0|192.91666666666666|0|17.083333333333332|0
0|2020-03-18|0.0|0|0.0|0|154.16666666666666|0|10.791666666666666|0
0|2020-03-19|0.0|0|0.0|0|134.58333333333334|0|9.458333333333334|0
0|2020-03-20|0.0|0|0.0|0|94.58333333333333|0|10.916666666666666|0
0|2020-03-21|0.0|0|0.0|0|249.16666666666666|0|8.958333333333334|0
0|2020-03-22|0.0|0|0.0|0|225.0|0|8.833333333333334|0
0|2020-03-23|0.0|0|0.0|0|104.16666666666667|0|9.708333333333334|0
0|2020-03-24|0.0|0|0.0|0|257.5|0|16.25|0
0|2020-03-25|0.0|0|0.0|0|175.41666666666666|0|7.916666666666667|0
0|2020-03-26|0.0|0|0.0|0|177.91666666666666|0|9.416666666666666|0
0|2020-03-27|0.0|0|0.0|0|210.83333333333334|0|11.125|0
0|2020-03-28|0.0|0|0.0|0|279.5833333333333|0|12.416666666666666|0
0|2020-03-29|0.0|0|0.0004166666666666667|0|187.5|0|8.833333333333334|0
0|2020-03-30|0.0|0|0.0|0|182.08333333333334|0|9.25|0
0|2020-03-31|0.0|0|0.0|0|324.1666666666667|0|19.333333333333332|0
0|2020-04-01|0.0|0|0.0004166666666666667|0|330.4166666666667|0|17.375|0
0|2020-04-02|0.0|0|0.0|0|237.5|0|6.875|0
0|2020-04-03|0.0|0|0.0|0|112.08333333333333|0|12.25|0
0|2020-04-04|0.0|0|0.0|0|280.0|0|13.833333333333334|0
0|2020-04-05|0.0|0|0.00125|0|86.66666666666667|0|12.75|0
0|2020-04-06|0.0|0|0.0|0|205.0|0|12.833333333333334|0
0|2020-04-07|0.0|0|0.0|0|233.75|0|16.208333333333332|0
0|2020-04-08|0.0|0|0.0|0|302.0833333333333|0|16.416666666666668|0
0|2020-04-09|0.0|0|0.0|0|164.16666666666666|0|8.958333333333334|0
0|2020-04-10|0.0|0|0.0025|0|101.66666666666667|0|10.916666666666666|0
0|2020-04-11|0.0|0|0.010416666666666666|0|263.3333333333333|0|10.958333333333334|0
0|2020-04-12|0.0|0|0.0004166666666666667|0|305.4166666666667|0|14.916666666666666|0
0|2020-04-13|0.0|0|0.0004166666666666667|0|287.9166666666667|0|9.333333333333334|0
0|2020-04-14|0.0|0|0.0|0|297.5|0|10.083333333333334|0
0|2020-04-15|0.0|0|0.0008333333333333334|0|299.5833333333333|0|14.25|0
