|dates|Grant_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Washington_UnitedStates.Male_Total_Population.data|Grant_Washington_UnitedStates.Male_Total_Population.missing|Grant_Washington_UnitedStates.Female_Total_Population.data|Grant_Washington_UnitedStates.Female_Total_Population.missing|Grant_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13349.0|0|49539.0|0|47792.0|0|28591.0|0
