|dates|Lafayette_Florida_UnitedStates.BLS_EmployedPopulation.data|Lafayette_Florida_UnitedStates.BLS_EmployedPopulation.missing|Lafayette_Florida_UnitedStates.BLS_UnemployedPopulation.data|Lafayette_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Lafayette_Florida_UnitedStates.BLS_UnemploymentRate.data|Lafayette_Florida_UnitedStates.BLS_UnemploymentRate.missing|Lafayette_Florida_UnitedStates.BLS_LaborForcePopulation.data|Lafayette_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-02|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-03|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-04|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-05|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-06|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-07|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-08|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-09|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-10|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-11|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-12|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-13|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-14|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-15|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-16|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-17|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-18|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-19|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-20|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-21|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-22|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-23|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-24|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-25|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-26|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-27|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-28|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-29|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-30|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-01-31|2790.5|0|91.5|0|3.174878556557946|0|2882.0|0
0|2020-02-01|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-02|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-03|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-04|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-05|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-06|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-07|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-08|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-09|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-10|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-11|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-12|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-13|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-14|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-15|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-16|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-17|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-18|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-19|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-20|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-21|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-22|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-23|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-24|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-25|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-26|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-27|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-28|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-02-29|2807.0|0|81.5|0|2.8215336679937684|0|2888.5|0
0|2020-03-01|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-02|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-03|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-04|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-05|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-06|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-07|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-08|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-09|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-10|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-11|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-12|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-13|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-14|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-15|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-16|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-17|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-18|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-19|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-20|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-21|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-22|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-23|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-24|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-25|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-26|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-27|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-28|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-29|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-30|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-03-31|2759.0|0|127.0|0|4.400554400554401|0|2886.0|0
0|2020-04-01|2444.5|0|125.0|0|4.864759680871765|0|2569.5|0
